date,rank,song,artist
2018-04-07,73,One Number Away,Luke Combs
2018-04-07,74,Tequila,Dan + Shay
2018-04-07,75,NBAYoungboat,Lil Yachty Featuring NBA YoungBoy
2018-04-07,76,I Like Me Better,Lauv
2018-04-07,77,Betrayed,Lil Xan
2018-04-07,78,Sit Next To Me,Foster The People
2018-04-07,79,No Smoke,YoungBoy Never Broke Again
2018-04-07,80,Sativa,Jhene Aiko Featuring Swae Lee Or Rae Sremmurd
2018-04-07,81,She's With Me,High Valley
2018-04-07,82,When We,Tank
2018-04-07,83,I Lived It,Blake Shelton
2018-04-07,84,Nowadays,Lil Skies Featuring Landon Cube
2018-04-07,85,44 More,Logic
2018-04-07,86,Up Down,Morgan Wallen Featuring Florida Georgia Line
2018-04-07,87,This Is Me,Keala Settle & The Greatest Showman Ensemble
2018-04-07,88,Beautiful Trauma,P!nk
2018-04-07,89,Narcos,Migos
2018-04-07,90,Echame La Culpa,Luis Fonsi & Demi Lovato
2018-04-07,91,Written In The Sand,Old Dominion
2018-04-07,92,Tempo,Chris Brown
2018-04-07,93,Booty,Blac Youngsta
2018-04-07,94,La Modelo,Ozuna x Cardi B
2018-04-07,95,For The First Time,Darius Rucker
2018-04-07,96,Rubbin Off The Paint,YBN Nahmir
2018-04-07,97,The Remedy For A Broken Heart (Why Am I So In Love),XXXTENTACION
2018-04-07,98,Dark Knight Dummo,Trippie Redd Featuring Travis Scott
2018-04-07,99,Get You,Daniel Caesar Featuring Kali Uchis
2018-04-07,100,No Roots,Alice Merton
2018-03-31,1,God's Plan,Drake
2018-03-31,2,Meant To Be,Bebe Rexha & Florida Georgia Line
2018-03-31,3,Perfect,Ed Sheeran
2018-03-31,4,Finesse,Bruno Mars & Cardi B
2018-03-31,5,Psycho,Post Malone Featuring Ty Dolla $ign
2018-03-31,6,The Middle,"Zedd, Maren Morris & Grey"
2018-03-31,7,Sad!,XXXTENTACION
2018-03-31,8,Havana,Camila Cabello Featuring Young Thug
2018-03-31,9,Freaky Friday,Lil Dicky Featuring Chris Brown
2018-03-31,10,Pray For Me,The Weeknd & Kendrick Lamar
2018-03-31,11,Look Alive,BlocBoy JB Featuring Drake
2018-03-31,12,Stir Fry,Migos
2018-03-31,13,Ric Flair Drip,Offset & Metro Boomin
2018-03-31,14,All The Stars,Kendrick Lamar & SZA
2018-03-31,15,Mine,Bazzi
2018-03-31,16,New Rules,Dua Lipa
2018-03-31,17,Let You Down,NF
2018-03-31,18,Rockstar,Post Malone Featuring 21 Savage
2018-03-31,19,Never Be The Same,Camila Cabello
2018-03-31,20,Walk It Talk It,Migos Featuring Drake
2018-03-31,21,Him & I,G-Eazy & Halsey
2018-03-31,22,Thunder,Imagine Dragons
2018-03-31,23,Plug Walk,Rich The Kid
2018-03-31,24,Whatever It Takes,Imagine Dragons
2018-03-31,25,I Fall Apart,Post Malone
2018-03-31,26,Lights Down Low,MAX Featuring gnash
2018-03-31,27,King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake"
2018-03-31,28,Friends,Marshmello & Anne-Marie
2018-03-31,29,Wait,Maroon 5
2018-03-31,30,Heaven,Kane Brown
2018-03-31,31,Marry Me,Thomas Rhett
2018-03-31,32,Say Something,Justin Timberlake Featuring Chris Stapleton
2018-03-31,33,Bad At Love,Halsey
2018-03-31,34,Feel It Still,Portugal. The Man
2018-03-31,35,Moonlight,XXXTENTACION
2018-03-31,36,You Make It Easy,Jason Aldean
2018-03-31,37,Changes,XXXTENTACION
2018-03-31,38,Bartier Cardi,Cardi B Featuring 21 Savage
2018-03-31,39,Outside Today,YoungBoy Never Broke Again
2018-03-31,40,Lemon,N*E*R*D & Rihanna
2018-03-31,41,Wolves,Selena Gomez X Marshmello
2018-03-31,42,Love.,Kendrick Lamar Featuring Zacari
2018-03-31,43,MotorSport,"Migos, Nicki Minaj & Cardi B"
2018-03-31,44,No Limit,G-Eazy Featuring A$AP Rocky & Cardi B
2018-03-31,45,New Freezer,Rich The Kid Featuring Kendrick Lamar
2018-03-31,46,Young Dumb & Broke,Khalid
2018-03-31,47,Most People Are Good,Luke Bryan
2018-03-31,48,How Long,Charlie Puth
2018-03-31,49,Found / Tonight,Lin-Manuel Miranda & Ben Platt
2018-03-31,50,Sky Walker,Miguel Featuring Travis Scott
2018-03-31,51,Powerglide,Rae Sremmurd & Juicy J
2018-03-31,52,All On Me,Devin Dawson
2018-03-31,53,Love Lies,Khalid & Normani
2018-03-31,54,Dura,Daddy Yankee
2018-03-31,55,Broken Halos,Chris Stapleton
2018-03-31,56,Everyday,Logic & Marshmello
2018-03-31,57,Singles You Up,Jordan Davis
2018-03-31,58,IDGAF,Dua Lipa
2018-03-31,59,X,Nicky Jam x J Balvin
2018-03-31,60,Five More Minutes,Scotty McCreery
2018-03-31,61,Billy,6ix9ine
2018-03-31,62,Top Off,"DJ Khaled Featuring JAY Z, Future & B"
2018-03-31,63,Gummo,6ix9ine
2018-03-31,64,No Excuses,Meghan Trainor
2018-03-31,65,Hardaway,Derez De'Shon
2018-03-31,66,Delicate,Taylor Swift
2018-03-31,67,The Remedy For A Broken Heart (Why Am I So In Love),XXXTENTACION
2018-03-31,68,Zombie,Bad Wolves
2018-03-31,69,El Farsante,Ozuna & Romeo Santos
2018-03-31,70,44 More,Logic
2018-03-31,71,Pick It Up,Famous Dex Featuring A$AP Rocky
2018-03-31,72,In My Blood,Shawn Mendes
2018-03-31,73,Tell Me You Love Me,Demi Lovato
2018-03-31,74,The Long Way,Brett Eldredge
2018-03-31,75,Red Roses,Lil Skies Featuring Landon Cube
2018-03-31,76,Betrayed,Lil Xan
2018-03-31,77,NBAYoungboat,Lil Yachty Featuring NBA YoungBoy
2018-03-31,78,When We,Tank
2018-03-31,79,No Smoke,YoungBoy Never Broke Again
2018-03-31,80,I Like Me Better,Lauv
2018-03-31,81,Nowadays,Lil Skies Featuring Landon Cube
2018-03-31,82,Numb,XXXTENTACION
2018-03-31,83,Infinity (888),XXXTENTACION Featuring Joey Bada$$
2018-03-31,84,One Number Away,Luke Combs
2018-03-31,85,I Lived It,Blake Shelton
2018-03-31,86,Sit Next To Me,Foster The People
2018-03-31,87,Tequila,Dan + Shay
2018-03-31,88,Narcos,Migos
2018-03-31,89,Booty,Blac Youngsta
2018-03-31,90,She's With Me,High Valley
2018-03-31,91,Sativa,Jhene Aiko Featuring Swae Lee Or Rae Sremmurd
2018-03-31,92,Written In The Sand,Old Dominion
2018-03-31,93,Beautiful Trauma,P!nk
2018-03-31,94,Tempo,Chris Brown
2018-03-31,95,Going Down!,XXXTENTACION
2018-03-31,96,At The Club,Jacquees X DeJ Loaf
2018-03-31,97,Echame La Culpa,Luis Fonsi & Demi Lovato
2018-03-31,98,La Modelo,Ozuna x Cardi B
2018-03-31,99,Dark Knight Dummo,Trippie Redd Featuring Travis Scott
2018-03-31,100,Everybody Hates Me,The Chainsmokers
2018-03-24,1,God's Plan,Drake
2018-03-24,2,Perfect,Ed Sheeran
2018-03-24,3,Finesse,Bruno Mars & Cardi B
2018-03-24,4,Meant To Be,Bebe Rexha & Florida Georgia Line
2018-03-24,5,Psycho,Post Malone Featuring Ty Dolla $ign
2018-03-24,6,The Middle,"Zedd, Maren Morris & Grey"
2018-03-24,7,Havana,Camila Cabello Featuring Young Thug
2018-03-24,8,Pray For Me,The Weeknd & Kendrick Lamar
2018-03-24,9,Look Alive,BlocBoy JB Featuring Drake
2018-03-24,10,All The Stars,Kendrick Lamar & SZA
2018-03-24,11,Stir Fry,Migos
2018-03-24,12,Rockstar,Post Malone Featuring 21 Savage
2018-03-24,13,Let You Down,NF
2018-03-24,14,New Rules,Dua Lipa
2018-03-24,15,Ric Flair Drip,Offset & Metro Boomin
2018-03-24,16,Never Be The Same,Camila Cabello
2018-03-24,17,Mine,Bazzi
2018-03-24,18,Him & I,G-Eazy & Halsey
2018-03-24,19,Sad!,XXXTENTACION
2018-03-24,20,Thunder,Imagine Dragons
2018-03-24,21,King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake"
2018-03-24,22,I Fall Apart,Post Malone
2018-03-24,23,Lights Down Low,MAX Featuring gnash
2018-03-24,24,Whatever It Takes,Imagine Dragons
2018-03-24,25,Plug Walk,Rich The Kid
2018-03-24,26,Say Something,Justin Timberlake Featuring Chris Stapleton
2018-03-24,27,Bad At Love,Halsey
2018-03-24,28,Feel It Still,Portugal. The Man
2018-03-24,29,Everyday,Logic & Marshmello
2018-03-24,30,Marry Me,Thomas Rhett
2018-03-24,31,Bartier Cardi,Cardi B Featuring 21 Savage
2018-03-24,32,Wait,Maroon 5
2018-03-24,33,Wolves,Selena Gomez X Marshmello
2018-03-24,34,You Make It Easy,Jason Aldean
2018-03-24,35,Outside Today,YoungBoy Never Broke Again
2018-03-24,36,Heaven,Kane Brown
2018-03-24,37,Love.,Kendrick Lamar Featuring Zacari
2018-03-24,38,How Long,Charlie Puth
2018-03-24,39,No Limit,G-Eazy Featuring A$AP Rocky & Cardi B
2018-03-24,40,MotorSport,"Migos, Nicki Minaj & Cardi B"
2018-03-24,41,Friends,Marshmello & Anne-Marie
2018-03-24,42,Young Dumb & Broke,Khalid
2018-03-24,43,New Freezer,Rich The Kid Featuring Kendrick Lamar
2018-03-24,44,Sky Walker,Miguel Featuring Travis Scott
2018-03-24,45,Broken Halos,Chris Stapleton
2018-03-24,46,44 More,Logic
2018-03-24,47,Plain Jane,A$AP Ferg Featuring Nicki Minaj
2018-03-24,48,Sorry Not Sorry,Demi Lovato
2018-03-24,49,Top Off,"DJ Khaled Featuring JAY Z, Future & B"
2018-03-24,50,Billy,6ix9ine
2018-03-24,51,Most People Are Good,Luke Bryan
2018-03-24,52,Gummo,6ix9ine
2018-03-24,53,Dura,Daddy Yankee
2018-03-24,54,Zombie,Bad Wolves
2018-03-24,55,Five More Minutes,Scotty McCreery
2018-03-24,56,Indica Badu,Logic Featuring Wiz Khalifa
2018-03-24,57,Singles You Up,Jordan Davis
2018-03-24,58,Love Lies,Khalid & Normani
2018-03-24,59,Changes,XXXTENTACION
2018-03-24,60,Contra,Logic
2018-03-24,61,Lemon,N*E*R*D & Rihanna
2018-03-24,62,Nowadays,Lil Skies Featuring Landon Cube
2018-03-24,63,NBAYoungboat,Lil Yachty Featuring NBA YoungBoy
2018-03-24,64,IDGAF,Dua Lipa
2018-03-24,65,All On Me,Devin Dawson
2018-03-24,66,El Farsante,Ozuna & Romeo Santos
2018-03-24,67,No Excuses,Meghan Trainor
2018-03-24,68,Overnight,Logic
2018-03-24,69,Walk It Talk It,Migos Featuring Drake
2018-03-24,70,Pick It Up,Famous Dex Featuring A$AP Rocky
2018-03-24,71,X,Nicky Jam x J Balvin
2018-03-24,72,Hardaway,Derez De'Shon
2018-03-24,73,66,Lil Yachty Featuring Trippie Redd
2018-03-24,74,Midnight,Logic
2018-03-24,75,Tell Me You Love Me,Demi Lovato
2018-03-24,76,Powerglide,Rae Sremmurd & Juicy J
2018-03-24,77,The Long Way,Brett Eldredge
2018-03-24,78,Red Roses,Lil Skies Featuring Landon Cube
2018-03-24,79,Betrayed,Lil Xan
2018-03-24,80,No Smoke,YoungBoy Never Broke Again
2018-03-24,81,Written In The Sand,Old Dominion
2018-03-24,82,I Like Me Better,Lauv
2018-03-24,83,Wassup,Logic Featuring Big Sean
2018-03-24,84,Delicate,Taylor Swift
2018-03-24,85,River,Eminem Featuring Ed Sheeran
2018-03-24,86,When We,Tank
2018-03-24,87,Yuck,Logic
2018-03-24,88,Boom!,Lil Yachty Featuring Ugly God
2018-03-24,89,Booty,Blac Youngsta
2018-03-24,90,Beautiful Trauma,P!nk
2018-03-24,91,This Is Me,Keala Settle & The Greatest Showman Ensemble
2018-03-24,92,Narcos,Migos
2018-03-24,93,X,"ScHoolboy Q, 2 Chainz & Saudi"
2018-03-24,94,At The Club,Jacquees X DeJ Loaf
2018-03-24,95,I Lived It,Blake Shelton
2018-03-24,96,She's With Me,High Valley
2018-03-24,97,BoomTrap Protocol,Logic
2018-03-24,98,Warm It Up,Logic Featuring Young Sinatra
2018-03-24,99,Echame La Culpa,Luis Fonsi & Demi Lovato
2018-03-24,100,Dark Knight Dummo,Trippie Redd Featuring Travis Scott
2018-03-17,1,God's Plan,Drake
2018-03-17,2,Perfect,Ed Sheeran
2018-03-17,3,Finesse,Bruno Mars & Cardi B
2018-03-17,4,Psycho,Post Malone Featuring Ty Dolla $ign
2018-03-17,5,Meant To Be,Bebe Rexha & Florida Georgia Line
2018-03-17,6,Havana,Camila Cabello Featuring Young Thug
2018-03-17,7,Look Alive,BlocBoy JB Featuring Drake
2018-03-17,8,The Middle,"Zedd, Maren Morris & Grey"
2018-03-17,9,Pray For Me,The Weeknd & Kendrick Lamar
2018-03-17,10,Stir Fry,Migos
2018-03-17,11,All The Stars,Kendrick Lamar & SZA
2018-03-17,12,Rockstar,Post Malone Featuring 21 Savage
2018-03-17,13,Let You Down,NF
2018-03-17,14,New Rules,Dua Lipa
2018-03-17,15,Him & I,G-Eazy & Halsey
2018-03-17,16,Ric Flair Drip,Offset & Metro Boomin
2018-03-17,17,Sad!,XXXTENTACION
2018-03-17,18,Mine,Bazzi
2018-03-17,19,Never Be The Same,Camila Cabello
2018-03-17,20,Thunder,Imagine Dragons
2018-03-17,21,I Fall Apart,Post Malone
2018-03-17,22,Top Off,"DJ Khaled Featuring JAY Z, Future & B"
2018-03-17,23,King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake"
2018-03-17,24,Lights Down Low,MAX Featuring gnash
2018-03-17,25,Wolves,Selena Gomez X Marshmello
2018-03-17,26,Love.,Kendrick Lamar Featuring Zacari
2018-03-17,27,Bad At Love,Halsey
2018-03-17,28,Gummo,6ix9ine
2018-03-17,29,Bartier Cardi,Cardi B Featuring 21 Savage
2018-03-17,30,Feel It Still,Portugal. The Man
2018-03-17,31,Outside Today,YoungBoy Never Broke Again
2018-03-17,32,Say Something,Justin Timberlake Featuring Chris Stapleton
2018-03-17,33,Marry Me,Thomas Rhett
2018-03-17,34,Whatever It Takes,Imagine Dragons
2018-03-17,35,MotorSport,"Migos, Nicki Minaj & Cardi B"
2018-03-17,36,No Limit,G-Eazy Featuring A$AP Rocky & Cardi B
2018-03-17,37,How Long,Charlie Puth
2018-03-17,38,You Make It Easy,Jason Aldean
2018-03-17,39,Wait,Maroon 5
2018-03-17,40,Young Dumb & Broke,Khalid
2018-03-17,41,Sky Walker,Miguel Featuring Travis Scott
2018-03-17,42,Heaven,Kane Brown
2018-03-17,43,Everyday,Logic & Marshmello
2018-03-17,44,New Freezer,Rich The Kid Featuring Kendrick Lamar
2018-03-17,45,Plain Jane,A$AP Ferg Featuring Nicki Minaj
2018-03-17,46,No Excuses,Meghan Trainor
2018-03-17,47,Changes,XXXTENTACION
2018-03-17,48,Plug Walk,Rich The Kid
2018-03-17,49,Sorry Not Sorry,Demi Lovato
2018-03-17,50,Good Old Days,Macklemore Featuring Kesha
2018-03-17,51,Broken Halos,Chris Stapleton
2018-03-17,52,Friends,Marshmello & Anne-Marie
2018-03-17,53,Billy,6ix9ine
2018-03-17,54,Dura,Daddy Yankee
2018-03-17,55,Five More Minutes,Scotty McCreery
2018-03-17,56,Lemon,N*E*R*D & Rihanna
2018-03-17,57,Most People Are Good,Luke Bryan
2018-03-17,58,Nowadays,Lil Skies Featuring Landon Cube
2018-03-17,59,Walk It Talk It,Migos Featuring Drake
2018-03-17,60,This Is Me,Keala Settle & The Greatest Showman Ensemble
2018-03-17,61,River,Eminem Featuring Ed Sheeran
2018-03-17,62,Singles You Up,Jordan Davis
2018-03-17,63,Pick It Up,Famous Dex Featuring A$AP Rocky
2018-03-17,64,El Farsante,Ozuna & Romeo Santos
2018-03-17,65,44 More,Logic
2018-03-17,66,Love Lies,Khalid & Normani
2018-03-17,67,All On Me,Devin Dawson
2018-03-17,68,Written In The Sand,Old Dominion
2018-03-17,69,Hardaway,Derez De'Shon
2018-03-17,70,The Champion,Carrie Underwood Featuring Ludacris
2018-03-17,71,IDGAF,Dua Lipa
2018-03-17,72,Betrayed,Lil Xan
2018-03-17,73,Booty,Blac Youngsta
2018-03-17,74,Narcos,Migos
2018-03-17,75,No Smoke,YoungBoy Never Broke Again
2018-03-17,76,Powerglide,Rae Sremmurd & Juicy J
2018-03-17,77,The Long Way,Brett Eldredge
2018-03-17,78,Red Roses,Lil Skies Featuring Landon Cube
2018-03-17,79,When We,Tank
2018-03-17,80,X,Nicky Jam x J Balvin
2018-03-17,81,Beautiful Trauma,P!nk
2018-03-17,82,Candy Paint,Post Malone
2018-03-17,83,La Modelo,Ozuna x Cardi B
2018-03-17,84,I Like Me Better,Lauv
2018-03-17,85,Dark Knight Dummo,Trippie Redd Featuring Travis Scott
2018-03-17,86,At The Club,Jacquees X DeJ Loaf
2018-03-17,87,Rubbin Off The Paint,YBN Nahmir
2018-03-17,88,Echame La Culpa,Luis Fonsi & Demi Lovato
2018-03-17,89,X,"ScHoolboy Q, 2 Chainz & Saudi"
2018-03-17,90,KEKE,"6ix9ine, Fetty Wap & A Boogie Wit da Hoodie"
2018-03-17,91,Stranger Things,Joyner Lucas & Chris Brown
2018-03-17,92,Paramedic!,SOB X RBE
2018-03-17,93,She's With Me,High Valley
2018-03-17,94,Tell Me You Love Me,Demi Lovato
2018-03-17,95,Get You,Daniel Caesar Featuring Kali Uchis
2018-03-17,96,Tempo,Chris Brown
2018-03-17,97,Corazon,Maluma X Nego do Borel
2018-03-17,98,Sativa,Jhene Aiko Featuring Swae Lee Or Rae Sremmurd
2018-03-17,99,I Lived It,Blake Shelton
2018-03-17,100,Broken Clocks,SZA
2018-03-10,1,God's Plan,Drake
2018-03-10,2,Psycho,Post Malone Featuring Ty Dolla $ign
2018-03-10,3,Perfect,Ed Sheeran
2018-03-10,4,Finesse,Bruno Mars & Cardi B
2018-03-10,5,Havana,Camila Cabello Featuring Young Thug
2018-03-10,6,Look Alive,BlocBoy JB Featuring Drake
2018-03-10,7,Meant To Be,Bebe Rexha & Florida Georgia Line
2018-03-10,8,Rockstar,Post Malone Featuring 21 Savage
2018-03-10,9,Pray For Me,The Weeknd & Kendrick Lamar
2018-03-10,10,All The Stars,Kendrick Lamar & SZA
2018-03-10,11,The Middle,"Zedd, Maren Morris & Grey"
2018-03-10,12,Stir Fry,Migos
2018-03-10,13,Let You Down,NF
2018-03-10,14,New Rules,Dua Lipa
2018-03-10,15,Him & I,G-Eazy & Halsey
2018-03-10,16,Gummo,6ix9ine
2018-03-10,17,Thunder,Imagine Dragons
2018-03-10,18,I Fall Apart,Post Malone
2018-03-10,19,Love.,Kendrick Lamar Featuring Zacari
2018-03-10,20,Mine,Bazzi
2018-03-10,21,Bad At Love,Halsey
2018-03-10,22,44 More,Logic
2018-03-10,23,Lights Down Low,MAX Featuring gnash
2018-03-10,24,Never Be The Same,Camila Cabello
2018-03-10,25,Wolves,Selena Gomez X Marshmello
2018-03-10,26,Bartier Cardi,Cardi B Featuring 21 Savage
2018-03-10,27,How Long,Charlie Puth
2018-03-10,28,King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake"
2018-03-10,29,Say Something,Justin Timberlake Featuring Chris Stapleton
2018-03-10,30,MotorSport,"Migos, Nicki Minaj & Cardi B"
2018-03-10,31,No Limit,G-Eazy Featuring A$AP Rocky & Cardi B
2018-03-10,32,Feel It Still,Portugal. The Man
2018-03-10,33,Young Dumb & Broke,Khalid
2018-03-10,34,Marry Me,Thomas Rhett
2018-03-10,35,Outside Today,YoungBoy Never Broke Again
2018-03-10,36,Ric Flair Drip,Offset & Metro Boomin
2018-03-10,37,Sky Walker,Miguel Featuring Travis Scott
2018-03-10,38,You Make It Easy,Jason Aldean
2018-03-10,39,Wait,Maroon 5
2018-03-10,40,Bodak Yellow (Money Moves),Cardi B
2018-03-10,41,Plain Jane,A$AP Ferg Featuring Nicki Minaj
2018-03-10,42,New Freezer,Rich The Kid Featuring Kendrick Lamar
2018-03-10,43,Whatever It Takes,Imagine Dragons
2018-03-10,44,Heaven,Kane Brown
2018-03-10,45,Sorry Not Sorry,Demi Lovato
2018-03-10,46,River,Eminem Featuring Ed Sheeran
2018-03-10,47,Five More Minutes,Scotty McCreery
2018-03-10,48,Good Old Days,Macklemore Featuring Kesha
2018-03-10,49,Broken Halos,Chris Stapleton
2018-03-10,50,Dura,Daddy Yankee
2018-03-10,51,Lemon,N*E*R*D & Rihanna
2018-03-10,52,El Farsante,Ozuna & Romeo Santos
2018-03-10,53,Walk It Talk It,Migos Featuring Drake
2018-03-10,54,Pick It Up,Famous Dex Featuring A$AP Rocky
2018-03-10,55,Plug Walk,Rich The Kid
2018-03-10,56,Friends,Marshmello & Anne-Marie
2018-03-10,57,Most People Are Good,Luke Bryan
2018-03-10,58,Love Lies,Khalid & Normani
2018-03-10,59,Written In The Sand,Old Dominion
2018-03-10,60,Billy,6ix9ine
2018-03-10,61,Want You Back,5 Seconds Of Summer
2018-03-10,62,Nowadays,Lil Skies Featuring Landon Cube
2018-03-10,63,KEKE,"6ix9ine, Fetty Wap & A Boogie Wit da Hoodie"
2018-03-10,64,X,"ScHoolboy Q, 2 Chainz & Saudi"
2018-03-10,65,Narcos,Migos
2018-03-10,66,Betrayed,Lil Xan
2018-03-10,67,Hardaway,Derez De'Shon
2018-03-10,68,Singles You Up,Jordan Davis
2018-03-10,69,All On Me,Devin Dawson
2018-03-10,70,No Smoke,YoungBoy Never Broke Again
2018-03-10,71,Candy Paint,Post Malone
2018-03-10,72,Yours,Russell Dickerson
2018-03-10,73,RONDO,6ix9ine Featuring Tory Lanez & Young Thug
2018-03-10,74,You Broke Up With Me,Walker Hayes
2018-03-10,75,The Long Way,Brett Eldredge
2018-03-10,76,Paramedic!,SOB X RBE
2018-03-10,77,Red Roses,Lil Skies Featuring Landon Cube
2018-03-10,78,IDGAF,Dua Lipa
2018-03-10,79,Echame La Culpa,Luis Fonsi & Demi Lovato
2018-03-10,80,La Modelo,Ozuna x Cardi B
2018-03-10,81,Booty,Blac Youngsta
2018-03-10,82,Dark Knight Dummo,Trippie Redd Featuring Travis Scott
2018-03-10,83,Beautiful Trauma,P!nk
2018-03-10,84,Tell Me You Love Me,Demi Lovato
2018-03-10,85,Rubbin Off The Paint,YBN Nahmir
2018-03-10,86,At The Club,Jacquees X DeJ Loaf
2018-03-10,87,This Is Me,Keala Settle & The Greatest Showman Ensemble
2018-03-10,88,I Like Me Better,Lauv
2018-03-10,89,Kooda,6ix9ine
2018-03-10,90,The Ways,Khalid & Swae Lee
2018-03-10,91,When We,Tank
2018-03-10,92,Notice Me,Migos Featuring Post Malone
2018-03-10,93,Corazon,Maluma X Nego do Borel
2018-03-10,94,Get You,Daniel Caesar Featuring Kali Uchis
2018-03-10,95,Codeine Dreaming,Kodak Black Featuring Lil Wayne
2018-03-10,96,She's With Me,High Valley
2018-03-10,97,Mayores,Becky G Featuring Bad Bunny
2018-03-10,98,Break Up In The End,Cole Swindell
2018-03-10,99,Make Me Feel,Janelle Monae
2018-03-10,100,Rock,Plies
2018-03-03,1,God's Plan,Drake
2018-03-03,2,Perfect,Ed Sheeran
2018-03-03,3,Finesse,Bruno Mars & Cardi B
2018-03-03,4,Havana,Camila Cabello Featuring Young Thug
2018-03-03,5,Look Alive,BlocBoy JB Featuring Drake
2018-03-03,6,Rockstar,Post Malone Featuring 21 Savage
2018-03-03,7,All The Stars,Kendrick Lamar & SZA
2018-03-03,8,Meant To Be,Bebe Rexha & Florida Georgia Line
2018-03-03,9,Pray For Me,The Weeknd & Kendrick Lamar
2018-03-03,10,Stir Fry,Migos
2018-03-03,11,New Rules,Dua Lipa
2018-03-03,12,Let You Down,NF
2018-03-03,13,The Middle,"Zedd, Maren Morris & Grey"
2018-03-03,14,Him & I,G-Eazy & Halsey
2018-03-03,15,Love.,Kendrick Lamar Featuring Zacari
2018-03-03,16,Thunder,Imagine Dragons
2018-03-03,17,Bad At Love,Halsey
2018-03-03,18,Mine,Bazzi
2018-03-03,19,I Fall Apart,Post Malone
2018-03-03,20,Lights Down Low,MAX Featuring gnash
2018-03-03,21,How Long,Charlie Puth
2018-03-03,22,MotorSport,"Migos, Nicki Minaj & Cardi B"
2018-03-03,23,King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake"
2018-03-03,24,Shape Of You,Ed Sheeran
2018-03-03,25,Gummo,6ix9ine
2018-03-03,26,Bartier Cardi,Cardi B Featuring 21 Savage
2018-03-03,27,No Limit,G-Eazy Featuring A$AP Rocky & Cardi B
2018-03-03,28,Never Be The Same,Camila Cabello
2018-03-03,29,Wolves,Selena Gomez X Marshmello
2018-03-03,30,Say Something,Justin Timberlake Featuring Chris Stapleton
2018-03-03,31,Young Dumb & Broke,Khalid
2018-03-03,32,Feel It Still,Portugal. The Man
2018-03-03,33,Bodak Yellow (Money Moves),Cardi B
2018-03-03,34,River,Eminem Featuring Ed Sheeran
2018-03-03,35,Outside Today,YoungBoy Never Broke Again
2018-03-03,36,Marry Me,Thomas Rhett
2018-03-03,37,Sky Walker,Miguel Featuring Travis Scott
2018-03-03,38,Plain Jane,A$AP Ferg Featuring Nicki Minaj
2018-03-03,39,Wait,Maroon 5
2018-03-03,40,Ric Flair Drip,Offset & Metro Boomin
2018-03-03,41,Sorry Not Sorry,Demi Lovato
2018-03-03,42,You Make It Easy,Jason Aldean
2018-03-03,43,Love Lies,Khalid & Normani
2018-03-03,44,Five More Minutes,Scotty McCreery
2018-03-03,45,Too Good At Goodbyes,Sam Smith
2018-03-03,46,New Freezer,Rich The Kid Featuring Kendrick Lamar
2018-03-03,47,Gucci Gang,Lil Pump
2018-03-03,48,Lemon,N*E*R*D & Rihanna
2018-03-03,49,I Get The Bag,Gucci Mane Featuring Migos
2018-03-03,50,Let Me Go,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt
2018-03-03,51,Good Old Days,Macklemore Featuring Kesha
2018-03-03,52,Walk It Talk It,Migos Featuring Drake
2018-03-03,53,Broken Halos,Chris Stapleton
2018-03-03,54,Heaven,Kane Brown
2018-03-03,55,X,"ScHoolboy Q, 2 Chainz & Saudi"
2018-03-03,56,El Farsante,Ozuna & Romeo Santos
2018-03-03,57,Dura,Daddy Yankee
2018-03-03,58,Friends,Marshmello & Anne-Marie
2018-03-03,59,Written In The Sand,Old Dominion
2018-03-03,60,Whatever It Takes,Imagine Dragons
2018-03-03,61,Pick It Up,Famous Dex Featuring A$AP Rocky
